epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.9755,1.84734,1.72648,1.29917,0.919,0.81872,0.90355,0.52214,1.44523,1.10524,1.03356,0.000552339,0.000552339,0.000552339
2,105.285,1.39154,0.94933,1.03411,0.9532,0.89706,0.96242,0.59928,1.22289,0.8415,0.98738,0.00108607,0.00108607,0.00108607
3,159.381,1.26416,0.80801,0.98624,0.94701,0.90582,0.97109,0.6257,1.20134,0.76015,0.96941,0.00159779,0.00159779,0.00159779
4,210.107,1.21968,0.73815,0.97312,0.96588,0.9325,0.98472,0.67666,1.07938,0.6203,0.9323,0.00156798,0.00156798,0.00156798
5,260.703,1.12641,0.66131,0.94632,0.9781,0.93537,0.98446,0.66825,1.0663,0.59796,0.93109,0.00153497,0.00153497,0.00153497
6,311.488,1.05925,0.61104,0.9267,0.97747,0.95057,0.98973,0.72667,0.94963,0.5411,0.9003,0.00150197,0.00150197,0.00150197
7,367.699,0.99939,0.57678,0.91103,0.98236,0.96044,0.99156,0.75158,0.86862,0.4983,0.87945,0.00146896,0.00146896,0.00146896
8,418.098,0.95405,0.54519,0.90176,0.98114,0.96461,0.99127,0.78554,0.80463,0.46873,0.86546,0.00143595,0.00143595,0.00143595
9,470.588,0.91691,0.52181,0.88941,0.98465,0.96818,0.99298,0.78785,0.78876,0.4451,0.85979,0.00140295,0.00140295,0.00140295
10,522.216,0.87654,0.50039,0.88248,0.98512,0.97328,0.99339,0.82305,0.69188,0.40815,0.83937,0.00136994,0.00136994,0.00136994
11,572.662,0.84844,0.48642,0.87521,0.98732,0.97896,0.99407,0.83293,0.67605,0.39027,0.83453,0.00133693,0.00133693,0.00133693
12,632.576,0.82464,0.47102,0.86901,0.98574,0.97548,0.99325,0.82347,0.7077,0.4019,0.84269,0.00130393,0.00130393,0.00130393
13,683.963,0.80192,0.46076,0.86522,0.98916,0.97795,0.99398,0.83377,0.67825,0.38148,0.83541,0.00127092,0.00127092,0.00127092
14,734.304,0.77276,0.44719,0.85966,0.98548,0.97585,0.99354,0.84086,0.6611,0.38441,0.83243,0.00123791,0.00123791,0.00123791
15,785.21,0.76475,0.44165,0.85776,0.99017,0.98234,0.99427,0.83343,0.65825,0.37241,0.83017,0.00120491,0.00120491,0.00120491
16,835.703,0.74461,0.43016,0.85289,0.99155,0.98549,0.99446,0.85138,0.62771,0.34775,0.82477,0.0011719,0.0011719,0.0011719
17,887.69,0.70827,0.40882,0.84682,0.99021,0.98832,0.99454,0.8748,0.56185,0.32877,0.81296,0.00113889,0.00113889,0.00113889
18,938.349,0.71121,0.40903,0.84511,0.99217,0.98572,0.99451,0.8727,0.55835,0.32764,0.81368,0.00110589,0.00110589,0.00110589
19,988.593,0.67925,0.39929,0.84067,0.99036,0.98983,0.99451,0.86427,0.57986,0.33262,0.81476,0.00107288,0.00107288,0.00107288
20,1039.04,0.68758,0.39606,0.84166,0.99423,0.99086,0.99479,0.87147,0.57955,0.31901,0.81609,0.00103987,0.00103987,0.00103987
21,1089.92,0.67073,0.38797,0.83809,0.99296,0.99047,0.99473,0.88333,0.53847,0.31346,0.80807,0.00100687,0.00100687,0.00100687
22,1144.26,0.65086,0.37853,0.83383,0.9912,0.99109,0.9941,0.89365,0.50987,0.30918,0.80353,0.000973861,0.000973861,0.000973861
23,1198.34,0.64625,0.37706,0.83401,0.99153,0.9925,0.99459,0.89656,0.5103,0.30213,0.80385,0.000940855,0.000940855,0.000940855
24,1248.87,0.62938,0.3682,0.83058,0.99648,0.99345,0.9949,0.89464,0.50836,0.29288,0.80392,0.000907848,0.000907848,0.000907848
25,1299.33,0.62641,0.3673,0.83182,0.99534,0.99276,0.99482,0.90752,0.47699,0.28121,0.79846,0.000874842,0.000874842,0.000874842
26,1351.52,0.61334,0.35727,0.8287,0.99526,0.99394,0.99479,0.90551,0.47202,0.27787,0.79835,0.000841835,0.000841835,0.000841835
27,1401.97,0.59884,0.35245,0.82473,0.99543,0.9941,0.9949,0.91075,0.46087,0.27387,0.79708,0.000808828,0.000808828,0.000808828
28,1452.17,0.5945,0.34932,0.82573,0.99484,0.99456,0.99479,0.91358,0.45501,0.26599,0.79526,0.000775822,0.000775822,0.000775822
29,1502.63,0.58885,0.34629,0.82454,0.9956,0.99444,0.99467,0.91275,0.45408,0.27315,0.79498,0.000742815,0.000742815,0.000742815
30,1553.15,0.58555,0.34471,0.82436,0.99217,0.99203,0.9947,0.91209,0.46366,0.27629,0.79709,0.000709809,0.000709809,0.000709809
31,1603.84,0.57562,0.33843,0.82234,0.99621,0.99587,0.99487,0.9191,0.42793,0.26018,0.79174,0.000676802,0.000676802,0.000676802
32,1655.09,0.5738,0.33728,0.82119,0.9961,0.99482,0.99483,0.92316,0.41985,0.25485,0.7911,0.000643795,0.000643795,0.000643795
33,1706.19,0.55309,0.32993,0.81844,0.99651,0.99497,0.99489,0.92582,0.42395,0.2514,0.79118,0.000610789,0.000610789,0.000610789
34,1756.36,0.5516,0.32789,0.81871,0.99649,0.9947,0.99484,0.92922,0.41055,0.24896,0.78923,0.000577782,0.000577782,0.000577782
35,1810.8,0.54035,0.32444,0.81697,0.9961,0.99441,0.99483,0.92849,0.41262,0.25347,0.79025,0.000544776,0.000544776,0.000544776
36,1864.11,0.53472,0.32133,0.81507,0.99742,0.99509,0.99494,0.93114,0.40848,0.24619,0.78894,0.000511769,0.000511769,0.000511769
37,1916.12,0.53546,0.32029,0.81525,0.99749,0.99439,0.99465,0.93468,0.40196,0.24628,0.78868,0.000478762,0.000478762,0.000478762
38,1966.69,0.51535,0.31162,0.81267,0.99727,0.99497,0.99487,0.93577,0.38948,0.24003,0.78709,0.000445756,0.000445756,0.000445756
39,2018.47,0.51746,0.31265,0.81292,0.99689,0.99538,0.99484,0.93796,0.39023,0.23681,0.78671,0.000412749,0.000412749,0.000412749
40,2068.9,0.50856,0.30837,0.81134,0.99729,0.99491,0.99488,0.93786,0.38776,0.23732,0.78625,0.000379743,0.000379743,0.000379743
41,2124.82,0.48068,0.28938,0.80098,0.99785,0.99578,0.99494,0.93468,0.39831,0.24268,0.78766,0.000346736,0.000346736,0.000346736
42,2171.59,0.45108,0.27322,0.79781,0.99764,0.99636,0.99493,0.9456,0.37714,0.23333,0.78559,0.000313729,0.000313729,0.000313729
43,2218.95,0.44016,0.2681,0.7959,0.99737,0.99611,0.99489,0.95044,0.3594,0.22587,0.78304,0.000280723,0.000280723,0.000280723
44,2266.08,0.43057,0.26333,0.79675,0.99735,0.99659,0.99492,0.95025,0.36488,0.22674,0.78356,0.000247716,0.000247716,0.000247716
45,2313.48,0.41882,0.25923,0.79278,0.99753,0.99635,0.99493,0.95488,0.34323,0.22022,0.78088,0.00021471,0.00021471,0.00021471
46,2360.99,0.40584,0.25375,0.79282,0.99771,0.99604,0.99489,0.95519,0.34512,0.21841,0.78119,0.000181703,0.000181703,0.000181703
47,2408.23,0.40248,0.25254,0.79074,0.99747,0.99661,0.99493,0.95688,0.33958,0.21397,0.78038,0.000148696,0.000148696,0.000148696
48,2455.65,0.39293,0.24713,0.79032,0.99839,0.99662,0.99491,0.96047,0.32577,0.21035,0.77946,0.00011569,0.00011569,0.00011569
49,2502.98,0.38543,0.24448,0.78986,0.9982,0.99654,0.99492,0.96181,0.32365,0.20873,0.77915,8.26832e-05,8.26832e-05,8.26832e-05
50,2550.34,0.38065,0.24328,0.78912,0.99807,0.99646,0.99489,0.96272,0.32147,0.20759,0.77902,4.96766e-05,4.96766e-05,4.96766e-05
